,dates,headline,section_name,abstract,Format_date,Tag
4,2003-04-05T05:00:00+0000,U.S. Squeezes Baghdad and Readies Next Step,World,"United States troops begin gradual encirclement of Baghdad, apparently as part of effort to isolate capital; American tanks reportedly move into city, rolling virtually unopposed along both Tigris and Euphrates; kill hundreds of Iraqis who fire small arms at passing tank columns; it is unclear what has become of Republican Guard divisions that formed what Iraqi government called 'ring of steel' around city; military officials say two of six Guard units were mostly destroyed by allied bombing and artillery; Col Joe Dowdy, First Marine Regiment commander, is summarily relieved of his command; Army infantry division digs in at Baghdad airport; suicide bomber kills three American Special Operations troops near Haditha Dam, which had been captured to prevent Iraqis from blowing it up to disrupt American advance along Euphrates; map; photo (M)",4/5/2003,
5,2003-02-23T05:00:00+0000,Deadly Earthquake Hits China,World,"A powerful earthquake struck a remote area along China’s far western border this morning, killing at least 150 people.",2/23/2003,
6,2003-04-14T05:00:00+0000,Another Daring Jailbreak Embarrasses French Government,World,"While the helicopter hovered over the prison, a man was let down on a rope, then used the saw to rip through the netting stretched across the prison courtyard.",4/14/2003,
7,2003-04-12T05:00:00+0000,Marines in Nowhere Land: Sentry Duty in the Desert,World,"Two Marine sentries charged with protecting Camp Fenway in Iraq sit in foxhole in desert on cold night; their physical discomfort described; away from camaraderie of camp, wind becomes their friend, but silence is not to be trusted (M)",4/12/2003,
8,2003-04-01T05:00:00+0000,'Good Progress' So Far; Worst May Lie Ahead,World,Excerpts from news conference on progress of war in Iraq by Pentagon spokeswoman Victoria Clarke and Maj Gen Stanley McChrystal,4/1/2003,
9,2003-07-22T05:00:00+0000,"Israeli Police Shoot Two Unarmed Arab Israelis, Killing One",World,Officers on alert for a possible attack today shot two men attempting to flee in a car similar to one being sought.,7/22/2003,
0,2003-04-04T05:00:00+0000,"In Basra, Weapons of War Vie for Hearts and Minds",World,"NEAR BASRA, Iraq, April 4 — Two rocket-propelled grenades were launched at British troops on the outskirts of Basra today, one striking a tank but doing little damage and the other exploding above civilians on the highway, sending them scrambling for cover and leaving an unknown number wounded. The injured were behind the British front lines and were carried away by Iraqis.",4/4/2003,
1,2003-04-26T05:00:00+0000,World Briefing | Asia: Thailand: A Dream Flight,World,Thai Prime Minister Thaksin Shinawatra is passenger in F-16 fighter jet enroute to air show (S),4/26/2003,
2,2003-04-23T05:00:00+0000,Nigerian President Declared Winner Amid Cries of Fraud,World,"Nigerian election commission declares Pres Olusegun Obasanjo winner of second term; opposition party leaders storm podium, seize microphones and denounce election fraud; international observers report fraud and intimidation; it is uncertain how far opposition leaders will go to express discontent and how quickly and effectively Obasanjo can soothe them; photo (M)",4/23/2003,
3,2003-04-11T05:00:00+0000,"Fall of a Northern City, Suicide Bombing on Marines, Killing of a Cleric",World,"As Kirkuk fell in the north, American and British troops made important advances. But they also encountered heavy resistance and uncovered worrisome signs that the war was far from over. An important Muslim cleric was killed in Najaf, a suicide bomber wounded four marines in Baghdad and President Bush went on Iraqi television to reassure the Iraqi people of America's intentions. About two-thirds of Iraq has come under American and British control but coalition forces have not found Mr. Hussein or the weapons of mass destructions he was believed to possess.",4/11/2003,
4,2003-04-11T05:00:00+0000,"Marines Attack Baghdad Mosque Said to Have Been Visited by Hussein, but Prey Slips Away",World,"American forces bomb mosque in Baghdad, believing Saddam Hussein and other Iraqi leadership may be inside, but to no avail; officials say three cars managed to get away during fighting, which lasted several hours; neighbors contend Hussein was there and that people were cheering him, suggesting loyalties of Baghdadis are still in play (M)",4/11/2003,
5,2003-06-08T05:00:00+0000,Kabul Bombing Kills 4 German Soldiers and Wounds 29,World,"Suspected suicide bomber hits military bus carrying German troops in Kabul, killing at least four soldiers and wounding 29 in most deadly attack since international security force began work in Afghanistan 18 months ago; photo (S)",6/8/2003,
6,2003-06-17T05:00:00+0000,"In Speech, Bush Reiterates Threat Hussein Posed, but Makes No Mention of Weapons Search",World,"Pres Bush sweeps aside criticism that United States overstated threat posed by Iraq as work of 'revisionist historians' and says there is no doubt that Saddam Hussein posed 'threat to the United States' for past dozen years; speaks to small-business owners in Elizabeth, NJ, dwelling largely on benefits of recently passed tax cuts; makes no mention of so-far fruitless search for Hussein's chemical, nuclear or biological weapons; his speech is seen as harbinger of his approach to early days of his re-election campaign; his decision not to delve into question of unconventional weapons comes 11 days after he addressed American troops in Qatar, insisting then that his concerns about Hussein's weapons were justified; photo (M)",6/17/2003,
7,2003-02-05T05:00:00+0000,World Briefing: Europe,World,"AZERBAIJAN: Indict Gorbachev, Officials Say; RUSSIA: Soldiers To Vote On Chechnya; GERMANY: Reward Offered In Shooting Of G.I.; GREECE: Suspected Guerrilla Leader Arrested; ITALY: Doctor Accused Of Deadly Surgery; FRANCE: Bardot Is Latest Mugabe Critic;.",2/5/2003,
8,2003-04-27T05:00:00+0000,Briefly Noted,World,SUSPECT HELD IN NUCLEAR INQUIRY Prosecutors in Germany confirmed that one of the directors of a German company suspected of supplying aluminum tubes to North Korea's nuclear program has been detained for questioning.,4/27/2003,
9,2003-07-27T05:00:00+0000,A Push to Make la Différence Verboten in the New Europe,World,"Anna Diamantopoulou, European commissioner for employment and social affairs, proposes far-reaching legislation to outlaw sexual discrimination in areas like television programming, advertising, insurance premiums, taxation, newspaper content and education; proposal is boldest step by European Commission to make coherent social policy on everyday gender equality, an issues that is gaining momentum and causing anxiety among many large industries; photo (M)",7/27/2003,
0,2003-06-04T05:00:00+0000,"Beside Blossoming Fields, Where Poverty Grows",World,"Shores of broad lake that spreads across Africa's Rift Valley in Kenya, where British colonials once disported on emerald lawns and verandas, are now setting for booming industry in growing out-of-season vegetables and cut flowers that are shipped to distant markets in Europe; photo; enormous tracts of farmland have drawn thousands of workers, mostly women from distant villages who earn barely enough to survive; proponents of globalization say self-interest of business will lead to better wages and environment for workers (M)",6/4/2003,
1,2003-04-11T05:00:00+0000,"Fall of a Northern City, Suicide Bombing on Marines, Killing of a Cleric",World,Summary of major developments in Iraq war (M),4/11/2003,
2,2003-04-04T05:00:00+0000,North Uist Journal; The Isle Is Full of Hedgehogs: It's a Prickly Issue,World,"Coalition of earnest hedgehog advocates sets up command center at trailer park in North Uist, Scotland, with mission of collecting hedgehogs and airlifting them to safety on mainland; effort is sparked by imminent plan by government-backed group to cull 5,000 resident hedgehogs, whose predilection for eggs has sharply reduced wading bird population; difficulties being encountered by hedgehogs' would-be saviors described; photos; map (M)",4/4/2003,
3,2003-03-31T05:00:00+0000,U.S. Troops Meet Iraqis Peacefully,World,"Marines help young Iraqi farmer Khalid Juwad start his irrigation pump in one of first peaceful encounters between American combat troops and civilians; Juwad and his family live in village called Hamza; he expounds on his view of Iraqi nation, complaining of suffering caused by Saddam Hussein; says he would like Americans to 'get rid of' Hussein but is concerned that they will not complete mission, as in 1991; believes his views are shared by majority of Iraqis living nearby; says resistance coalition forces have encountered comes from militias created by leaders in Baghdad; photos (M)",3/31/2003,
4,2003-03-20T05:00:00+0000,Chess Game Unfolds,World,"Patrons at bar at Port Authority bus terminal, New York City, comment on start of war with Iraq",3/20/2003,
5,2003-05-25T05:00:00+0000,Mobster's Release Brings Criticism of Italian Policy on Informers,World,"Early release from prison of mobster convicted of murder touches off furious debate in Italy about policies that reward even worst killers if they provide information that helps put other members of Mafia behind bars; Enzo Brusca, whose prison sentence was commuted to house arrest, is one of more than 1,100 criminal informers, called pentiti, who are collaborating with Italian law enforcement officials, and they have become favorite weapons Italian police use against criminal organizations (M)",5/25/2003,
6,2003-02-26T05:00:00+0000,Sharon Seals Deal With One More Party To Firm Up Coalition,World,"Israel's Prime Min Ariel Sharon signs up far-right National Union party to join proposed government, increasing his parliamentary majority and adding hawkish complexion to coalition (S)",2/26/2003,
7,2003-04-06T05:00:00+0000,U.S. Tanks Make Quick Strike Into Baghdad,World,"Members of armored battalion of Army's Third Infantry Division describe looping drive through center of Baghdad, blistering gantlet of death and destruction that they say engulfed civilians as well as Iraqi fighters; Maj Gen Buford C Blount III says there was no attempt at occupation, simply a show of force to answer reports on Iraqi television that Americans had become bogged down in fighting around city's international airport and farther south; photo; map (M)",4/6/2003,
